article_type,author_names,authorinfo,citation,citation_date,correspondence_author,keywords,titles
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['A. Kurnosov', '1', 'H. Marquardt', '1', 'D. J. Frost', '1', 'T. Boffa Ballaran', '1', 'L. Ziberna', '1', '2']","['Bayerisches Geoinstitut BGI, University of Bayreuth, 95440 Bayreuth, Germany', 'University of Bristol, School of Earth Sciences, Bristol BS8 1RJ, UK.']","['Nature', '\n\t\t\t543,', '543–546', '(23 March 2017)', 'doi:10.1038/nature21390', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t05 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t12 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t13 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t05 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t12 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t13 March 2017\t\t\t\t\t\t\t']",['H. Marquardt'],"['Geophysics', 'Mineralogy', 'Seismology']","Evidence for a Fe3+-rich pyrolitic lower mantle from (Al,Fe)-bearing bridgmanite elasticity data"
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tErratum\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Brandy Verhalen', '1', '†', '*', 'Reza Dastvan', '1', '*', 'Sundarapandian Thangapandian', '2', 'Yelena Peskova', '3', 'Hanane A. Koteiche', '1', 'Robert K. Nakamoto', '3', 'Emad Tajkhorshid', '2', 'Hassane S. Mchaourab', '1']","['Department of Molecular Physiology and Biophysics, Vanderbilt University, Nashville, Tennessee 37232, USA', 'Department of Biochemistry, Center for Biophysics and Quantitative Biology, and Beckman Institute for Advanced Science and Technology, University of Illinois at Urbana-Champaign, Urbana, Illinois 61801, USA', 'Department of Molecular Physiology and Biological Physics, University of Virginia, Charlottesville, Virginia 22908, USA']","['Nature', '\n\t\t\t543,', '738–741', '(30 March 2017)', 'doi:10.1038/nature21414', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t27 April 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t13 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t27 April 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t13 March 2017\t\t\t\t\t\t\t']",['Hassane S. Mchaourab'],"['Structural biology', 'Permeation and transport']",Energy transduction and alternating access of the mammalian ABC transporter P-glycoprotein
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Tim J. Stevens', '1', '2', 'n2', 'David Lando', '1', 'n2', 'Srinjan Basu', '1', 'n2', 'Liam P. Atkinson', '1', 'Yang Cao', '1', 'Steven F. Lee', '3', 'Martin Leeb', '4', '†', 'Kai J. Wohlfahrt', '1', 'Wayne Boucher', '1', 'Aoife O’Shaughnessy-Kirwan', '1', '4', 'Julie Cramard', '4', 'Andre J. Faure', '5', 'Meryem Ralser', '4', 'Enrique Blanco', '5', 'Lluis Morey', '5', '†', 'Miriam Sansó', '5', 'Matthieu G. S. Palayret', '3', 'Ben Lehner', '5', '6', '7', 'Luciano Di Croce', '5', '6', '7', 'Anton Wutz', '4', '†', 'Brian Hendrich', '1', '4', 'Dave Klenerman', '3', 'Ernest D. Laue', '1']","['Department of Biochemistry, University of Cambridge, 80 Tennis Court Road, Cambridge CB2 1GA, UK', 'MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge Biomedical Campus, Cambridge CB2 0QH, UK', 'Department of Chemistry, University of Cambridge, Lensfield Road, Cambridge CB2 1EW, UK', 'Wellcome Trust – MRC Stem Cell Institute, University of Cambridge, Tennis Court Road, Cambridge CB2 1QR, UK', 'EMBL-CRG Systems Biology Unit, Centre for Genomic Regulation (CRG), 08003 Barcelona, Spain', 'Universitat Pompeu Fabra, 08003 Barcelona, Spain', 'Institució Catalana de Recerca i Estudis Avançats (ICREA), 08010 Barcelona, Spain']","['Nature', '\n\t\t\t544,', '59–64', '(06 April 2017)', 'doi:10.1038/nature21429', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t26 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t13 March 2017\t\t\t\t\t\t\t', '05 April 2017']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t26 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t13 March 2017\t\t\t\t\t\t\t', '05 April 2017']",['Ernest D. Laue'],"['Chromosomes', 'Chromatin structure', 'Cellular imaging', 'Structural biology', 'Nuclear organization']",3D structures of individual mammalian genomes studied by single-cell Hi-C
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Stanley Chang', '1']","['Stanley Chang is at the Edward S. Harkness Eye Institute, Department of Ophthalmology, Columbia University Medical Centre, New York, New York 10032, USA.']","['Nature', '\n\t\t\t543,', '319–320', '(16 March 2017)', 'doi:10.1038/nature21898', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t12 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t12 March 2017\t\t\t\t\t\t\t'],['Stanley Chang'],"['Biomaterials', 'Medical research']",Biomedicine: An improved gel for detached retinas
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Roberta Sessoli', '1']","[""Roberta Sessoli is in the Department of Chemistry 'Ugo Schiff', University of Florence, 50019 Florence, Italy.""]","['Nature', '\n\t\t\t543,', '189–190', '(09 March 2017)', 'doi:10.1038/543189a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],['Roberta Sessoli'],"['Nanoscience and technology', 'Condensed-matter physics', 'Materials science']",Nanoscience: Single-atom data storage
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Ray Tobler', '1', '*', 'Adam Rohrlach', '2', '3', '*', 'Julien Soubrier', '1', '4', 'Pere Bover', '1', 'Bastien Llamas', '1', 'Jonathan Tuke', '2', '3', 'Nigel Bean', '2', '3', 'Ali Abdullah-Highfold', '5', 'Shane Agius', '5', 'Amy O’Donoghue', '5', 'Isabel O’Loughlin', '5', 'Peter Sutton', '5', '6', 'Fran Zilio', '5', 'Keryn Walshe', '5', 'Alan N. Williams', '7', 'Chris S. M. Turney', '7', 'Matthew Williams', '1', '8', 'Stephen M. Richards', '1', 'Robert J. Mitchell', '9', 'Emma Kowal', '10', 'John R. Stephen', '11', 'Lesley Williams', '12', 'Wolfgang Haak', '1', '13', '§', 'Alan Cooper', '1', '14', '§']","['Australian Centre for Ancient DNA, School of Biological Sciences, The University of Adelaide, Adelaide, South Australia 5005, Australia', 'School of Mathematical Sciences, The University of Adelaide, Adelaide, South Australia 5005, Australia', 'ARC Centre of Excellence for Mathematical and Statistical Frontiers, The University of Adelaide, Adelaide, South Australia 5005, Australia', 'Genetics and Molecular Pathology, SA Pathology, Adelaide, South Australia 5000, Australia', 'South Australian Museum, Adelaide, South Australia 5005, Australia', 'School of Biological Sciences, The University of Adelaide, Adelaide, South Australia 5005, Australia', 'Palaeontology, Geobiology and Earth Archives Research Centre, and Climate Change Research Centre, School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, New South Wales 2052, Australia', 'School of Archaeology and Anthropology, College of Arts and Social Sciences, Australian National University, Canberra, Australian Capital Territory 0200, Australia', 'Department of Biochemistry and Genetics, La Trobe University, Melbourne, Victoria 3086, Australia', 'Alfred Deakin Institute, Deakin University, Melbourne, Victoria 3125, Australia', 'Australian Genome Research Facility, The Waite Research Precinct, Adelaide, South Australia 5064, Australia', 'Community Elder and Cultural Advisor, Cherbourg, Queensland, Australia', 'Department of Archeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany', 'Environment Institute, The University of Adelaide, Adelaide, South Australia 5005, Australia']","['Nature', '(2017)', 'doi:10.1038/nature21416', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t09 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t24 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t09 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t24 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['Alan Cooper'],[],"Aboriginal mitogenomes reveal 50,000 years of regionalism in Australia"
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '153', '(09 March 2017)', 'doi:10.1038/543153b', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],[],['Information technology'],Network theory: How the Darknet defends itself
"['\nNature |\n\t\t\t\t\tFutures\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['George Zebrowski', '1', 'Charles Pellegrino', '2']","['George Zebrowski is the John W. Campbell Award winner for Brute Orbits and author of the classic Macrolife. His fiction is available from SF Gateway (www.sfgateway) and Open Road (www.openroadmedia.com).', ""Charles Pellegrino's notable works of history and archaeology include Her Name Titanic and To Hell and Back: The Last Train from Hiroshima, and the novels Dust and The Killing Star (with George Zebrowski).""]","['Nature', '\n\t\t\t543,', '280', '(09 March 2017)', 'doi:10.1038/543280a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],[],[],Proton
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Ioanna Mosialou', '1', 'Steven Shikhel', '1', 'Jian-Min Liu', '1', '†', 'Antonio Maurizi', '1', '†', 'Na Luo', '1', 'Zhenyan He', '2', '3', 'Yiru Huang', '2', '3', 'Haihong Zong', '4', 'Richard A. Friedman', '5', 'Jonathan Barasch', '6', 'Patricia Lanzano', '7', 'Liyong Deng', '7', 'Rudolph L. Leibel', '7', 'Mishaela Rubin', '8', 'Thomas Nicholas', '9', 'Wendy Chung', '7', 'Lori M. Zeltser', '10', 'Kevin W. Williams', '3', 'Jeffrey E. Pessin', '4', 'Stavroula Kousteni', '1']","['Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, New York 10032, USA', 'Department of Neurosurgery, Zhujiang Hospital, Southern Medical University, Guangzhou 510515, China', 'Division of Hypothalamic Research, the University of Texas Southwestern Medical Center at Dallas, Dallas, Texas 75390-9077, USA', 'Department of Medicine and Molecular Pharmacology, The Albert Einstein College of Medicine, Bronx, New York, New York 10461, USA', 'Biomedical Informatics Shared Resource, Department of Biomedical Informatics, Herbert Irving Comprehensive Cancer Center, College of Physicians and Surgeons, Columbia University, New York, New York 10032, USA', 'Department of Medicine, College of Physicians and Surgeons, Columbia University, New York, New York 10032, USA', 'Naomi Berrie Diabetes Center and Division of Molecular Genetics, Department of Pediatrics, College of Physicians and Surgeons, Columbia University, New York, New York 10032, USA', 'Metabolic Bone Disease Unit, Department of Medicine, College of Physicians and Surgeons, Columbia University, New York, New York 10032, USA', 'Department of Medicine Nephrology, College of Physicians and Surgeons, Columbia University, New York, New York 10032, USA', 'Naomi Berrie Diabetes Center and Department of Pathology and Cell Biology, Columbia University, New York, New York 10032, USA']","['Nature', '\n\t\t\t543,', '385–390', '(16 March 2017)', 'doi:10.1038/nature21697', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t28 June 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t09 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t28 June 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t09 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['Stavroula Kousteni'],"['Hypothalamus', 'Obesity', 'Mechanisms of disease']",MC4R-dependent suppression of appetite by bone-derived lipocalin 2
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '153', '(09 March 2017)', 'doi:10.1038/543153d', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],[],"['Ecology', 'Conservation biology', 'Animal behaviour']",Wildlife management: Fear used to manage pests
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Jennifer L. Guerriero', '1', 'Alaba Sotayo', '1', 'Holly E. Ponichtera', '1', 'Jessica A. Castrillon', '1', 'Alexandra L. Pourzia', '1', 'Sara Schad', '1', 'Shawn F. Johnson', '1', 'Ruben D. Carrasco', '2', 'Suzan Lazo', '1', 'Roderick T. Bronson', '3', 'Scott P. Davis', '4', 'Mercedes Lobera', '4', 'Michael A. Nolan', '4', '§', 'Anthony Letai', '1', '§']","['Department of Medical Oncology, Dana-Farber Cancer Institute, 450 Brookline Ave, Boston, Massachusetts 02115, USA', 'Department of Pathology, Brigham and Women’s Hospital, 75 Francis Street, Massachusetts 02115, USA', 'Department of Microbiology and Immunobiology, Harvard Medical School, Boston, Massachusetts 02115, USA', 'GlaxoSmithKline, 200 Technology Square Suite 602, Cambridge, Massachusetts 02139, USA']","['Nature', '\n\t\t\t543,', '428–432', '(16 March 2017)', 'doi:10.1038/nature21409', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t19 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t19 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']","['Michael A. Nolan', 'Anthony Letai']","['Tumour immunology', 'Monocytes and macrophages', 'Breast cancer']",Class IIa HDAC inhibition reduces breast tumours and metastases through anti-tumour macrophages
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Warwick P. Anderson', '1', 'note1']","['Human Frontier Science Program, Strasbourg, France.']","['Nature', '\n\t\t\t543,', '179', '(09 March 2017)', 'doi:10.1038/543179a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],['Warwick P. Anderson'],"['Research data', 'Databases', 'Funding']",Data management: A global coalition to sustain core data
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Stephen Rader', '1']","['University of Northern British Columbia, Prince George, Canada.']","['Nature', '\n\t\t\t543,', '179', '(09 March 2017)', 'doi:10.1038/543179c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],['Stephen Rader'],"['Human behaviour', 'Psychology']",Choice: Don't compare shopping to foraging
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Soonwon Choi', '1', '*', 'Joonhee Choi', '1', '2', '*', 'Renate Landig', '1', '*', 'Georg Kucsko', '1', 'Hengyun Zhou', '1', 'Junichi Isoya', '3', 'Fedor Jelezko', '4', 'Shinobu Onoda', '5', 'Hitoshi Sumiya', '6', 'Vedika Khemani', '1', 'Curt von Keyserlingk', '7', 'Norman Y. Yao', '8', 'Eugene Demler', '1', 'Mikhail D. Lukin', '1']","['Department of Physics, Harvard University, Cambridge, Massachusetts 02138, USA', 'School of Engineering and Applied Sciences, Harvard University, Cambridge, Massachusetts 02138, USA', 'Research Centre for Knowledge Communities, University of Tsukuba, Tsukuba, Ibaraki 305-8550, Japan', 'Institut für Quantenoptik and Center for Integrated Quantum Science and Technology, Universität Ulm, 89081 Ulm, Germany', 'Takasaki Advanced Radiation Research Institute, National Institutes for Quantum and Radiological Science and Technology, 1233 Watanuki, Takasaki, Gunma 370-1292, Japan', 'Sumitomo Electric Industries Ltd, Itami, Hyougo 664-0016, Japan', 'Princeton Center for Theoretical Science, Princeton University, Princeton, New Jersey 08544, USA', 'Department of Physics, University of California Berkeley, Berkeley, California 94720, USA']","['Nature', '\n\t\t\t543,', '221–225', '(08 March 2017)', 'doi:10.1038/nature21426', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t21 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t21 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['Mikhail D. Lukin'],"['Quantum information', 'Quantum simulation', 'Phase transitions and critical phenomena']",Observation of discrete time-crystalline order in a disordered dipolar many-body system
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Karen Adelman', '1', 'Emily Egan', '1']","['Karen Adelman and Emily Egan are in the Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, Massachusetts 02115, USA.']","['Nature', '\n\t\t\t543,', '183–185', '(09 March 2017)', 'doi:10.1038/543183a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],['Karen Adelman'],"['Epigenetics', 'Non-coding RNAs', 'Molecular biology']",Non-coding RNA: More uses for genomic junk
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tObituary\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Eric Altschuler', '1']","['Temple University, Philadelphia, Pennsylvania, USA.']","['Nature', '\n\t\t\t543,', '179', '(09 March 2017)', 'doi:10.1038/543179e', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t'],['Eric Altschuler'],"['Education', 'Technology', 'History']",Legacy: Stiff shirts a source of inspiration
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Zhipeng Zhang', '1', '*', 'Keita Tanaka', '1', '*', 'Jin-Quan Yu', '1']","['Department of Chemistry, The Scripps Research Institute, 10550 North Torrey Pines Road, La Jolla, California 92037, USA']","['Nature', '\n\t\t\t543,', '538–542', '(23 March 2017)', 'doi:10.1038/nature21418', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 March 2017\t\t\t\t\t\t\t']",['Jin-Quan Yu'],"['Reaction mechanisms', 'Synthetic chemistry methodology']",Remote site-selective C–H activation directed by a catalytic bifunctional template
