article_type,author_names,authorinfo,citation,citation_date,correspondence_author,keywords,titles
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Megan A. Emmanuel', '1', 'Norman R. Greenberg', '1', 'Daniel G. Oblinsky', '1', 'Todd K. Hyster', '1']","['Department of Chemistry, Princeton University, Princeton, New Jersey 08544, USA']","['Nature', '\n\t\t\t540,', '414–417', '(15 December 2016)', 'doi:10.1038/nature20569', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t17 May 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t14 December 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t17 May 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t14 December 2016\t\t\t\t\t\t\t']",['Todd K. Hyster'],"['Biotechnology', 'Biocatalysis']",Accessing non-natural reactivity by irradiating nicotinamide-dependent enzymes with light
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Gloria Pascual', '1', 'Alexandra Avgustinova', '1', 'Stefania Mejetta', '2', 'Mercè Martín', '1', 'Andrés Castellanos', '1', 'Camille Stephan-Otto Attolini', '1', 'Antoni Berenguer', '1', 'Neus Prats', '1', 'Agustí Toll', '3', 'Juan Antonio Hueto', '4', 'Coro Bescós', '4', 'Luciano Di Croce', '2', '5', '6', 'Salvador Aznar Benitah', '1', '5']","['Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute of Science and Technology (BIST), 08028 Barcelona, Spain', 'Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology (BIST), Dr. Aiguader 88, 08003 Barcelona, Spain', 'IMIM, Department of Dermatology, Hospital del Mar, 08003 Barcelona', 'Vall D´Hebron Hospital, Barcelona, Department of Oral and Maxillofacial Surgery, Universitat Autònoma de Barcelona, Barcelona 08035 Spain', 'Catalan Institution for Research and Advanced Studies (ICREA), 08010 Barcelona, Spain', 'Universitat Pompeu Fabra (UPF), Barcelona 08002, Spain']","['Nature', '\n\t\t\t541,', '41–45', '(05 January 2017)', 'doi:10.1038/nature20791', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t16 September 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t16 November 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t', '13 December 2016', '04 January 2017']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t16 September 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t16 November 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t', '13 December 2016', '04 January 2017']",['Salvador Aznar Benitah'],"['Oral cancer', 'Metastasis']",Targeting metastasis-initiating cells through the fatty acid receptor CD36
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Richard Rhodes', '1']","['Half Moon Bay, California, USA.']","['Nature', '\n\t\t\t540,', '199', '(08 December 2016)', 'doi:10.1038/540199e', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],['Richard Rhodes'],"['Physics', 'Communication']","Quantum physics: Focus like a lens, not like a laser"
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Michael Eisenstein', '1']","['Michael Eisenstein is a freelance science writer in Philadelphia, Pennsylvania.']","['Nature', '\n\t\t\t540,', 'S64–S67', '(08 December 2016)', 'doi:10.1038/540S63a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Regeneration', 'Stem cells', 'Ethics', 'Government']",Regulation: Rewriting the regenerative rulebook
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n']","['Herb Brody', '1']",['Chief supplements editor'],"['Nature', '\n\t\t\t540,', 'S49', '(08 December 2016)', 'doi:10.1038/540S49a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Regeneration', 'Biotechnology', 'Medical research', 'Stem cells']",Regenerative medicine
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Li Wang', '1', '2', 'Jiang-Yun Luo', '1', '2', 'Bochuan Li', '3', '4', 'Xiao Yu Tian', '1', '2', 'Li-Jing Chen', '5', 'Yuhong Huang', '1', '2', 'Jian Liu', '1', 'Dan Deng', '1', 'Chi Wai Lau', '1', 'Song Wan', '6', 'Ding Ai', '3', '4', 'King-Lun Kingston Mak', '2', 'Ka Kui Tong', '7', 'Kin Ming Kwan', '7', 'Nanping Wang', '8', 'Jeng-Jiann Chiu', '5', 'Yi Zhu', '3', '4', 'Yu Huang', '1', '2']","['Institute of Vascular Medicine, Shenzhen Research Institute and Li Ka Shing Institute of Health Sciences, Chinese University of Hong Kong, Hong Kong, China', 'School of Biomedical Sciences, Chinese University of Hong Kong, Hong Kong, China', 'Collaborative Innovation Center of Tianjin for Medical Epigenetics, Tianjin Medical University, Tianjin 300070, China', 'Department of Physiology and Pathophysiology, Tianjin Medical University, Tianjin 300070, China', 'Institute of Cellular and System Medicine, National Health Research Institutes, Miaoli 35053, Taiwan', 'Department of Surgery, Chinese University of Hong Kong, Hong Kong, China', 'School of Life Sciences, Chinese University of Hong Kong, Hong Kong, China', 'Advanced Institute for Medical Sciences, Dalian Medical University, Dalian 116044, China']","['Nature', '\n\t\t\t540,', '579–582', '(22 December 2016)', 'doi:10.1038/nature20602', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t21 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t03 November 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t', '21 December 2016']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t21 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t03 November 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t', '21 December 2016']","['Yu Huang', 'Yi Zhu']",['Atherosclerosis'],Integrin-YAP/TAZ-JNK cascade mediates atheroprotective effect of unidirectional shear flow
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t540,', '209', '(08 December 2016)', 'doi:10.1038/540209a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Neuroscience', 'Geology', 'History']",50 & 100 Years Ago
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Gesa Zander', '1', '*', 'Alexandra Hackmann', '1', '*', 'Lysann Bender', '1', '*', 'Daniel Becker', '1', 'Thomas Lingner', '2', 'Gabriela Salinas', '2', 'Heike Krebber', '1']","['Abteilung für Molekulare Genetik, Institut für Mikrobiologie und Genetik, Göttinger Zentrum für Molekulare Biowissenschaften, Georg-August Universität Göttingen, Göttingen, Germany', 'Transkriptomanalyselabor, Institut für Entwicklungsbiochemie, Georg-August Universität Göttingen, Göttingen, Germany']","['Nature', '\n\t\t\t540,', '593–596', '(22 December 2016)', 'doi:10.1038/nature20572', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 April 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t24 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t12 December 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 April 2015\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t24 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t12 December 2016\t\t\t\t\t\t\t']",['Heike Krebber'],"['Cell biology', 'RNA transport']",mRNA quality control is bypassed for immediate export of stress-responsive transcripts
"['\nNature |\n\t\t\t\t\tReview\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tReview\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Antonio Acín', '1', '2', 'Lluis Masanes', '3']","['ICFO-Institut de Ciencies Fotoniques, The Barcelona Institute of Science and Technology, 08860 Castelldefels, Barcelona, Spain', 'ICREA—Institució Catalana de Recerca i Estudis Avançats, 08010 Barcelona, Spain', 'Department of Physics and Astronomy, University College of London, London WC1E 6BT, UK']","['Nature', '\n\t\t\t540,', '213–219', '(08 December 2016)', 'doi:10.1038/nature20119', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t17 May 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t17 May 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 September 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['Antonio Acín'],"['Quantum information', 'Information theory and computation', 'Quantum mechanics', 'Computer science']",Certified randomness in quantum physics
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Dai Yamazaki', '1', 'Mark A. Trigg', '2']","['Dai Yamazaki is in the Department of Integrated Climate Projection Research, Japan Agency for Marine-Earth Science and Technology, Yokohama, Kanagawa 237-0061, Japan.', 'Mark A. Trigg is in the School of Civil Engineering, University of Leeds, Leeds LS2 9JT, UK.']","['Nature', '\n\t\t\t540,', '348–349', '(15 December 2016)', 'doi:10.1038/nature21100', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],"['Dai Yamazaki', 'Mark A. Trigg']","['Hydrology', 'Climate change']",Hydrology: The dynamics of Earth's surface water
"['\nNature |\n\t\t\t\t\tNews & Views |\n\t\t\t\t\tForum\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Pierre-Henri Blard', '1', 'Guillaume Leduc', '2', 'Neil Glasser', '3']","['Neil Glasser is in the Department of Geography and Earth Sciences, Aberystwyth University, Aberystwyth SY23 3DB, UK.', 'Pierre-Henri Blard is at the Centre de Recherches Pétrographiques et Géochimiques, CNRS, Université de Lorraine, 54500 Vandoeuvre-lès-Nancy, France.', ""Guillaume Leduc is at the Centre Européen de Recherche et d'Enseignement des Géosciences de l'Environnement, (Aix-Marseille University, CNRS, IRD), Europôle Méditérrannéen de l'Arbois, 13545 Aix en Provence, France.""]","['Nature', '\n\t\t\t540,', '202–203', '(08 December 2016)', 'doi:10.1038/540202a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],"['Pierre-Henri Blard', 'Guillaume Leduc', 'Neil Glasser']","['Climate sciences', 'Geochemistry']",Climate science: The history of Greenland's ice
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n']",[],[],"['Nature', '\n\t\t\t540,', '172', '(08 December 2016)', 'doi:10.1038/540172a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Anthropology', 'Archaeology']",Palaeoanthropology: Early burials had mutilation rituals
"['\nNature |\n\t\t\t\t\tFutures\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Laurence Raphael Brothers', '1']","['Laurence Raphael Brothers is a writer and a technologist. His stories have appeared in such venues as Daily Science Fiction, The Sockdolager and the New Haven Review. Follow him on Twitter: @lbrothers']","['Nature', '\n\t\t\t540,', '308', '(08 December 2016)', 'doi:10.1038/540308a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t08 December 2016\t\t\t\t\t\t\t'],[],[],between two voices talking
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t540,', '172', '(08 December 2016)', 'doi:10.1038/540172c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Immunology', 'Vaccines']",Vaccines: New way to tame a virus
"['\nNature |\n\t\t\t\t\tBooks and Arts\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t540,', '194–197', '(08 December 2016)', 'doi:10.1038/540194a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],[],Tales of wonder
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t540,', '173', '(08 December 2016)', 'doi:10.1038/540173a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],['Cancer'],Cancer: Relapse-inducing cancer cells found
"['\nNature |\n\t\t\t\t\tErratum\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrigendum\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tFutures\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Susanne Falkner', 'Sofia Grade', 'Leda Dimou', 'Karl-Klaus Conzelmann', 'Tobias Bonhoeffer', 'Magdalena Götz', 'Mark Hübener']",[],"['Nature', '\n\t\t\t541,', '122', '(05 January 2017)', 'doi:10.1038/nature20808', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Neural circuits', 'Regeneration and repair in the nervous system']",Erratum: Transplanted embryonic neurons integrate into adult neocortical circuits
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t540,', '173', '(08 December 2016)', 'doi:10.1038/540173c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Climate change', 'Climate sciences', 'Ocean sciences']",Glaciology: Antarctica warmed up fast in the past
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Stephen Badylak', '1']","['Stephen Badylak is Professor of Surgery at the McGowan Institute for Regenerative Medicine in Pittsburgh, Pennsylvania, and deputy editor of npj Regenerative Medicine.']","['Nature', '\n\t\t\t540,', 'S55', '(08 December 2016)', 'doi:10.1038/540S55a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Regeneration', 'Biotechnology', 'Stem cells', 'Medical research']","Perspective: Work with, not against, biology"
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t540,', '173', '(08 December 2016)', 'doi:10.1038/540173e', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Cardiovascular biology', 'Metabolism', 'Genetics', 'Therapeutics']",Genetics: Heart-health variants found
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Eugene V. Koonin', '1', 'Mart Krupovic', '2']","['Eugene V. Koonin is at the National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, Maryland 20894, USA.', 'Mart Krupovic is in the Department of Microbiology, Institut Pasteur, Paris 75015, France.']","['Nature', '\n\t\t\t540,', '204–205', '(08 December 2016)', 'doi:10.1038/540204a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],[],"['Virology', 'Infection']",Virology: A parasite's parasite saves host's neighbours
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Philip Yock', '1']","['Auckland, New Zealand.']","['Nature', '\n\t\t\t540,', '199', '(08 December 2016)', 'doi:10.1038/540199b', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],['Philip Yock'],"['History', 'Physics']",Theoretical physics: Fermi's predictions live on
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Paul R. Bierman', '1', 'Jeremy D. Shakun', '2', 'Lee B. Corbett', '1', 'Susan R. Zimmerman', '3', 'Dylan H. Rood', '4', '5']","['Department of Geology and Rubenstein School of the Environment and Natural Resources, University of Vermont, Burlington, Vermont 05405, USA', 'Department of Earth and Environmental Sciences, Boston College, Chestnut Hill, Massachusetts 02467, USA', 'Center for Accelerator Mass Spectrometry, Lawrence Livermore National Laboratory, Livermore, California 94550, USA', 'Department of Earth Science and Engineering, Imperial College London, South Kensington Campus, London SW7 2AZ, UK', 'Scottish Universities Environmental Research Centre, East Kilbride G75 0QF, UK']","['Nature', '\n\t\t\t540,', '256–260', '(08 December 2016)', 'doi:10.1038/nature20147', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t10 February 2014\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t10 February 2014\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t06 October 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['Paul R. Bierman'],"['Cryospheric science', 'Palaeoclimate', 'Nuclear chemistry']",A persistent and dynamic East Greenland Ice Sheet over the past 7.5 million years
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Robert Root-Bernstein', '1']","['Michigan State University, East Lansing, USA.']","['Nature', '\n\t\t\t540,', '199', '(08 December 2016)', 'doi:10.1038/540199d', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t07 December 2016\t\t\t\t\t\t\t'],['Robert Root-Bernstein'],"['Education', 'Institutions']",US prizewinners: Nobel launchpad is immaterial
